h,basis,ncsc_date,cld_date,delta_days,check
amazon23.cn,objectid,2023-01-28,2023-01-28,0,mirror_consistency
amazon690.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
amazon8.shop,objectid,2023-03-23,2023-03-23,0,mirror_consistency
amazon8.tv,objectid,2023-03-23,2023-03-23,0,mirror_consistency
amazon85.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
amazon980.com,objectid,2023-01-14,2023-01-14,0,mirror_consistency
amazoncety.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
amazonmall.live,objectid,2023-03-23,2023-03-23,0,mirror_consistency
amazonptj.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
amazonxk.com,objectid,2023-04-01,2023-04-01,0,mirror_consistency
amazonyd12.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
amazonzxc.com,objectid,2023-01-27,2023-01-27,0,mirror_consistency
ambiente-hotel-bergheim.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
amboen.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
amcp22.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
amind.vip,objectid,2023-03-23,2023-03-23,0,mirror_consistency
aml7eb.com,objectid,2022-12-20,2022-12-20,0,mirror_consistency
ammdx.com,objectid,2022-11-13,2022-11-13,0,mirror_consistency
amonshop.vip,objectid,2023-04-03,2023-04-03,0,mirror_consistency
amthuc365.vip,objectid,2023-03-23,2023-03-23,0,mirror_consistency
amthuc365.xyz,objectid,2023-03-23,2023-03-23,0,mirror_consistency
amtoppd.com,objectid,2022-12-03,2022-12-05,-2,mirror_consistency
amzpt.top,objectid,2022-10-15,2022-10-15,0,mirror_consistency
analyc.com,objectid,2022-12-15,2022-12-15,0,mirror_consistency
anbinh-finance.club,objectid,2023-01-04,2023-01-04,0,mirror_consistency
anbinh-finance.com,objectid,2023-01-06,2023-01-06,0,mirror_consistency
anbinh-finance.store,objectid,2022-12-11,2022-12-11,0,mirror_consistency
andvay.store,objectid,2023-02-20,2023-02-20,0,mirror_consistency
angelgold.net,objectid,2023-01-19,2023-01-19,0,mirror_consistency
anphuc.ltd,objectid,2023-02-28,2023-02-28,0,mirror_consistency
anpvip.top,objectid,2023-04-01,2023-04-01,0,mirror_consistency
anthinhphatfinance.com,objectid,2023-02-24,2023-02-24,0,mirror_consistency
aocebn.com,objectid,2022-11-07,2022-11-07,0,mirror_consistency
aolfkei.top,objectid,2023-01-14,2023-01-14,0,mirror_consistency
aomern.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
aopiym6l.com,objectid,2022-12-22,2022-12-22,0,mirror_consistency
aorynkt.com,objectid,2022-12-20,2022-12-20,0,mirror_consistency
aosvbn.com,objectid,2022-12-03,2022-12-05,-2,mirror_consistency
aovnbk.com,objectid,2022-12-21,2022-12-21,0,mirror_consistency
aovpmk.com,objectid,2022-12-22,2022-12-22,0,mirror_consistency
apacvirtual.site,objectid,2022-12-05,2022-12-05,0,mirror_consistency
apacvirtual.top,objectid,2023-03-23,2023-03-23,0,mirror_consistency
apapahahah.top,objectid,2023-01-30,2023-01-30,0,mirror_consistency
apesluas.com,objectid,2022-10-18,2022-10-18,0,mirror_consistency
apexmineset.net,objectid,2023-02-24,2023-02-24,0,mirror_consistency
apimaketting.com,objectid,2023-01-30,2023-01-30,0,mirror_consistency
app-fptshop.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
app.shop998.vip,objectid,2023-02-20,2023-02-20,0,mirror_consistency
appclmm.site,objectid,2023-01-22,2023-01-22,0,mirror_consistency
appdaiphat.org,objectid,2022-12-20,2022-12-20,0,mirror_consistency
appeasementstagger.top,objectid,2023-01-22,2023-01-22,0,mirror_consistency
apphdbank.fun,objectid,2022-11-22,2022-11-22,0,mirror_consistency
apphdbank.live,objectid,2022-11-22,2022-11-22,0,mirror_consistency
apphdbank.shop,objectid,2023-03-23,2023-03-23,0,mirror_consistency
apphdbank.store,objectid,2023-03-23,2023-03-23,0,mirror_consistency
apphdbank.website,objectid,2023-03-23,2023-03-23,0,mirror_consistency
apple.support-found.live,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
appleleisuregroup.work,objectid,2022-12-03,2022-12-03,0,mirror_consistency
appleusers12345.com,objectid,2022-12-03,2022-12-05,-2,mirror_consistency
appleusers789.com,objectid,2022-12-03,2022-12-05,-2,mirror_consistency
appleusers9876.com,objectid,2022-12-03,2022-12-05,-2,mirror_consistency
appmirae.org,objectid,2022-12-30,2022-12-30,0,mirror_consistency
appodeal-vn.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
apprevuezer.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
appstoreconnect.org,objectid,2023-01-25,2023-01-25,0,mirror_consistency
appvaycreditone.store,objectid,2023-03-23,2023-03-23,0,mirror_consistency
appvaytiennhanh.site,objectid,2023-02-20,2023-02-20,0,mirror_consistency
appvaytienuytin.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
appvincomvip.net,objectid,2022-12-05,2022-12-05,0,mirror_consistency
appvincomvip.one,objectid,2022-12-05,2022-12-05,0,mirror_consistency
appvincomvip.xyz,objectid,2022-12-05,2022-12-05,0,mirror_consistency
aq989.cn,objectid,2023-01-07,2023-01-07,0,mirror_consistency
aramex.vn,objectid,2023-04-01,2023-04-01,0,mirror_consistency
arbiitrum.com,objectid,2023-02-24,2023-02-24,0,mirror_consistency
arbitrumcoin68.com,objectid,2023-02-11,2023-02-11,0,mirror_consistency
arbitrumtop.net,objectid,2022-12-30,2022-12-30,0,mirror_consistency
arbitrumtrading.com,objectid,2023-02-24,2023-02-24,0,mirror_consistency
arbshop.com,objectid,2023-02-20,2023-02-20,0,mirror_consistency
argoncredit.online,objectid,2023-02-20,2023-02-20,0,mirror_consistency
argoncredit.top,objectid,2022-11-04,2022-11-04,0,mirror_consistency
argoncredit.website,objectid,2023-02-20,2023-02-20,0,mirror_consistency
artogd.com,objectid,2022-11-11,2022-11-11,0,mirror_consistency
artqwers.icu,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
as466.com,objectid,2022-11-23,2022-11-23,0,mirror_consistency
ascc-markets.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
asdbqabdas.com,objectid,2022-11-07,2022-11-07,0,mirror_consistency
asdctn.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
asean-sc.com,objectid,2023-02-28,2023-02-28,0,mirror_consistency
asecvn.com,objectid,2022-12-24,2022-12-24,0,mirror_consistency
asg6666.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
asgcorp1.com,objectid,2022-10-18,2022-10-18,0,mirror_consistency
asgroupvn.com,objectid,2023-02-28,2023-02-28,0,mirror_consistency
ashford88.com,objectid,2022-11-02,2022-11-04,-2,mirror_consistency
ashford99.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
asiabay-id.com,objectid,2022-12-27,2022-12-27,0,mirror_consistency
asiabay.shop,objectid,2022-12-27,2022-12-27,0,mirror_consistency
asiabayshop.com,objectid,2022-12-27,2022-12-27,0,mirror_consistency
asian-tindung.com,objectid,2022-12-25,2022-12-25,0,mirror_consistency
asikoptry.co,objectid,2023-03-23,2023-03-23,0,mirror_consistency
asj-muenster.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
asp2345.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
asp3456.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
asp4567.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
asp5678.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
asp6543.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
asp6789.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
asp7654.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
asp7890.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
asp8765.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
asp9876.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
asper.icu,objectid,2023-02-08,2023-02-08,0,mirror_consistency
asper.store,objectid,2023-01-30,2023-01-30,0,mirror_consistency
asset666.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
asset888.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
asst35351.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
asst35352.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
asst35353.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
asst35354.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
asst891092.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
asst891093.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
asst891094.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
astar.buzz,objectid,2023-02-20,2023-02-20,0,mirror_consistency
astara.buzz,objectid,2023-03-23,2023-03-23,0,mirror_consistency
asuhcfvi.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
atcredit.net,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
athenamining.org,objectid,2023-01-14,2023-01-14,0,mirror_consistency
atlantiscex.com,objectid,2022-10-24,2022-11-04,-11,mirror_consistency
atm-tool.net,objectid,2023-01-27,2023-01-27,0,mirror_consistency
atmonlin.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
atmonline.cc,objectid,2023-03-23,2023-03-23,0,mirror_consistency
atmonline.com.vn,objectid,2023-02-08,2023-02-08,0,mirror_consistency
atmonline.online,objectid,2023-03-23,2023-03-23,0,mirror_consistency
atmonline.shop,objectid,2023-03-23,2023-03-23,0,mirror_consistency
atmonline.site,objectid,2023-03-23,2023-03-23,0,mirror_consistency
atmonline.store,objectid,2023-03-23,2023-03-23,0,mirror_consistency
atmonline.vn,objectid,2023-01-09,2023-01-09,0,mirror_consistency
atnkpcu.tokyo,objectid,2023-02-01,2023-02-01,0,mirror_consistency
atubn8.com,objectid,2022-12-20,2022-12-20,0,mirror_consistency
atvnkd.com,objectid,2022-12-20,2022-12-20,0,mirror_consistency
auction666.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
audiindex.com,objectid,2022-12-15,2022-12-15,0,mirror_consistency
audley-travel.com,objectid,2022-12-03,2022-12-03,0,mirror_consistency
audleytravel-aus.com,objectid,2022-12-03,2022-12-05,-2,mirror_consistency
auoplbkvn.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
aureusasset.cc,objectid,2023-01-28,2023-01-28,0,mirror_consistency
automomo.club,objectid,2023-01-01,2023-01-01,0,mirror_consistency
automomo365.top,objectid,2023-01-27,2023-01-27,0,mirror_consistency
autord.vn,objectid,2022-12-05,2022-12-05,0,mirror_consistency
avaatgia.com,objectid,2023-02-11,2023-02-10,1,mirror_consistency
avay.vn,objectid,2023-03-06,2023-03-06,0,mirror_consistency
avbnyt45k.com,objectid,2022-12-17,2022-12-17,0,mirror_consistency
avenuenn.com,objectid,2023-02-03,2023-02-03,0,mirror_consistency
avenuenn.top,objectid,2023-02-03,2023-02-03,0,mirror_consistency
avic1968.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
avietcombank.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
avisapi.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
avpmp3.cc,objectid,2023-03-23,2023-03-23,0,mirror_consistency
avpmp3.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
avpmp3.vip,objectid,2023-03-23,2023-03-23,0,mirror_consistency
aw9tik.com,objectid,2022-12-20,2022-12-20,0,mirror_consistency
award2023.com,objectid,2023-01-25,2023-01-25,0,mirror_consistency
awc0vbk.com,objectid,2022-12-22,2022-12-22,0,mirror_consistency
awcbi90m.com,objectid,2022-12-22,2022-12-22,0,mirror_consistency
aweqr.com,objectid,2023-02-28,2023-02-28,0,mirror_consistency
awesternunionvl.vip,objectid,2023-01-06,2023-01-06,0,mirror_consistency
awin000.com,objectid,2022-10-31,2022-11-04,-4,mirror_consistency
awin088.com,objectid,2022-10-31,2022-11-04,-4,mirror_consistency
awin588.com,objectid,2022-10-31,2022-11-04,-4,mirror_consistency
awin686.com,objectid,2022-10-31,2022-11-04,-4,mirror_consistency
awin688.com,objectid,2022-10-31,2022-11-04,-4,mirror_consistency
awin788.com,objectid,2022-10-31,2022-11-04,-4,mirror_consistency
awin988.com,objectid,2022-10-31,2022-11-04,-4,mirror_consistency
awlman.com,objectid,2022-11-04,2022-11-04,0,mirror_consistency
awu7glb.com,objectid,2022-12-17,2022-12-17,0,mirror_consistency
awxvb.com,objectid,2022-12-03,2022-12-05,-2,mirror_consistency
axemk4gl.com,objectid,2022-12-17,2022-12-17,0,mirror_consistency
aynml5hk.com,objectid,2022-12-20,2022-12-20,0,mirror_consistency
azmomo.co,objectid,2022-12-30,2022-12-30,0,mirror_consistency
azulya1.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
azurevps.me,objectid,2023-01-02,2023-01-02,0,mirror_consistency
azvhuk.com,objectid,2022-12-12,2022-12-12,0,mirror_consistency
b-888.com,objectid,2022-12-20,2022-12-20,0,mirror_consistency
b-vip.shop,objectid,2023-01-27,2023-01-27,0,mirror_consistency
b221c.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
b2b-crypto.com,objectid,2023-02-03,2023-02-03,0,mirror_consistency
b2mn.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
b2pus.com,objectid,2023-04-01,2023-04-01,0,mirror_consistency
b7kiu8r.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
b83ecbl.cfd,objectid,2023-02-01,2023-02-01,0,mirror_consistency
ba200.cn,objectid,2022-12-15,2022-12-15,0,mirror_consistency
babaminer.online,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
bachhoaxanhh.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
backshyoh.live,objectid,2023-01-02,2023-01-02,0,mirror_consistency
balamall.shop,objectid,2023-01-25,2023-01-25,0,mirror_consistency
bancalongvuong.net,objectid,2022-11-23,2022-11-23,0,mirror_consistency
bandaov.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bangcapchungchitoanquoc.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
banhoadondobaoquyettoan.com,objectid,2022-11-11,2022-11-11,0,mirror_consistency
bankcompanylimited.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
baoduongdienlanhthanhhoa.com,objectid,2022-10-26,2022-11-04,-9,mirror_consistency
baoers.top,objectid,2023-04-01,2023-04-01,0,mirror_consistency
baogioitre.live,objectid,2022-12-30,2022-12-30,0,mirror_consistency
baolvg.com,objectid,2022-10-12,2022-10-12,0,mirror_consistency
baonhienvaytien.site,objectid,2023-02-08,2023-02-08,0,mirror_consistency
baselmarket.com,objectid,2022-12-15,2022-12-15,0,mirror_consistency
basetrade.online,objectid,2022-11-11,2022-11-11,0,mirror_consistency
basscrew-berlin.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
bayvip.vn,objectid,2022-10-19,2022-10-19,0,mirror_consistency
bb-task.buzz,objectid,2022-10-14,2022-10-14,0,mirror_consistency
bb52.me,objectid,2023-01-09,2023-01-09,0,mirror_consistency
bbbs88.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
bbc-ranch.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
bbctrx.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
bbcvnf.ml,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
bbcvvn.tk,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
bbibbpp.top,objectid,2022-11-15,2022-11-15,0,mirror_consistency
bbibbppan.top,objectid,2022-11-15,2022-11-15,0,mirror_consistency
bblkrenwnbnx.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
bblvnf.ml,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
bbyym.com,objectid,2022-11-18,2022-11-18,0,mirror_consistency
bc.game,objectid,2023-01-19,2023-01-19,0,mirror_consistency
bchgloballtd.com,objectid,2022-12-15,2022-12-15,0,mirror_consistency
bcl-a.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bcl-aone.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bcl-b.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bcl-bone.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bcl-one.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bcles.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bclle.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bcllne.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bclne.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bclnoa.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bclnol.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bctt-aone.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bctt-bone.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bctt-one.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bcttaa.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bcttae.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bcvf3.com,objectid,2023-01-14,2023-01-14,0,mirror_consistency
bduyanh.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
beatz-melody.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
bee.trade,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
beelife.top,objectid,2023-01-06,2023-01-06,0,mirror_consistency
beemall.vn,objectid,2023-03-06,2023-03-06,0,mirror_consistency
beetrade2.vip,objectid,2022-12-11,2022-12-11,0,mirror_consistency
beex.pro,objectid,2022-11-26,2022-11-26,0,mirror_consistency
behabe.com,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
bem18.me,objectid,2022-10-13,2022-10-13,0,mirror_consistency
bemcll.win,objectid,2022-12-27,2022-12-27,0,mirror_consistency
bemcltx.win,objectid,2023-01-01,2023-01-01,0,mirror_consistency
bescn15.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
bestbitbank.co,objectid,2022-12-30,2022-12-30,0,mirror_consistency
bestbitcoinbank.net,objectid,2022-11-11,2022-11-11,0,mirror_consistency
bestbuy1.xyz,objectid,2023-04-03,2023-04-03,0,mirror_consistency
bestbuyinfo.com,objectid,2023-01-19,2023-01-19,0,mirror_consistency
bestbuyinon.com,objectid,2023-01-19,2023-01-19,0,mirror_consistency
bestbuymallss.com,objectid,2023-02-28,2023-02-28,0,mirror_consistency
bestbuymartsa.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
bestbuymartsh.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
bestlll.icu,objectid,2022-10-18,2022-10-18,0,mirror_consistency
bestlll.top,objectid,2022-10-18,2022-10-18,0,mirror_consistency
bestmallbuy.com,objectid,2023-02-24,2023-02-24,0,mirror_consistency
bet365.rest,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
betmomo.fun,objectid,2023-01-09,2023-01-09,0,mirror_consistency
bfdgdfg.com,objectid,2023-02-28,2023-02-28,0,mirror_consistency
bficnetwork.com,objectid,2022-12-18,2022-12-18,0,mirror_consistency
bfoodmap.com,objectid,2022-12-25,2022-12-25,0,mirror_consistency
bgzxvex.cn,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bibox-smobile1.com,objectid,2023-02-16,2023-02-16,0,mirror_consistency
biekhofen.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
bifa.blue,objectid,2022-10-31,2022-11-04,-4,mirror_consistency
bifa.im,objectid,2022-12-25,2022-12-25,0,mirror_consistency
big79s.com,objectid,2022-11-11,2022-11-11,0,mirror_consistency
bigoneinvestment.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bihs.life,objectid,2023-03-24,2023-03-23,1,mirror_consistency
bikeymeta.vip,objectid,2023-02-24,2023-02-24,0,mirror_consistency
bikub.net,objectid,2022-12-03,2022-12-05,-2,mirror_consistency
bilhiu.id,objectid,2023-01-06,2023-01-06,0,mirror_consistency
bilibilymals.xyz,objectid,2023-02-16,2023-02-16,0,mirror_consistency
bilinkbitx.com,objectid,2022-12-11,2022-12-11,0,mirror_consistency
binancc.top,objectid,2023-03-23,2023-03-23,0,mirror_consistency
binancely-cc.com,objectid,2023-02-11,2023-02-10,1,mirror_consistency
binancert.com,objectid,2022-11-13,2022-11-13,0,mirror_consistency
binances8.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
binanceturkiye.cloud,objectid,2022-11-26,2022-11-26,0,mirror_consistency
binanceup.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
binancevv.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
binhchon-vn-edu.online,objectid,2023-01-14,2023-01-14,0,mirror_consistency
binhchon.click,objectid,2023-01-30,2023-01-30,0,mirror_consistency
binhchonthisinhgionghatvietnhi2022vtv6vn.weebly.com,objectid,2022-11-16,2022-11-16,0,mirror_consistency
binixo.vn,objectid,2023-02-08,2023-02-08,0,mirror_consistency
birkens.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
bit-bears.com,objectid,2023-01-14,2023-01-14,0,mirror_consistency
bit-btc.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
bitbuyhomes.com,objectid,2022-11-09,2022-11-09,0,mirror_consistency
bitc-ex.com,objectid,2022-12-01,2022-12-01,0,mirror_consistency
bitcacao1.net,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bitcacao2.net,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bitcacao3.net,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bitcoin-exploit.com,objectid,2022-11-15,2022-11-15,0,mirror_consistency
bitcoinf.org,objectid,2022-12-15,2022-12-15,0,mirror_consistency
bitcoingold.tech,objectid,2022-11-29,2022-11-29,0,mirror_consistency
bitdbex.lol,objectid,2023-02-28,2023-02-28,0,mirror_consistency
bitdws.com,objectid,2022-11-04,2022-11-04,0,mirror_consistency
bitechchain.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bitfinex07.top,objectid,2023-01-27,2023-01-27,0,mirror_consistency
bitfinex08.top,objectid,2023-01-27,2023-01-27,0,mirror_consistency
bitfinex11.top,objectid,2023-01-27,2023-01-27,0,mirror_consistency
bitfinexpsc.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bitfinexyg.vip,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bithumtrade.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
biticonsbank.com,objectid,2022-11-11,2022-11-11,0,mirror_consistency
bitmartco.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bitmeta1.trade,objectid,2022-12-30,2022-12-30,0,mirror_consistency
bitmeta2.trade,objectid,2022-12-30,2022-12-30,0,mirror_consistency
bitmeta3.trade,objectid,2022-12-30,2022-12-30,0,mirror_consistency
bitmeta4.trade,objectid,2022-12-30,2022-12-30,0,mirror_consistency
bitmeta5.trade,objectid,2022-12-30,2022-12-30,0,mirror_consistency
bitmex28.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bitmexk.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bitmotor.vip,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
bitpro-options.com,objectid,2022-11-29,2022-11-29,0,mirror_consistency
bitrueexchange.com,objectid,2022-11-11,2022-11-11,0,mirror_consistency
bitslan.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
bitstake.vip,objectid,2023-03-06,2023-03-06,0,mirror_consistency
bitvavoset.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bizkub3.net,objectid,2023-03-06,2023-03-06,0,mirror_consistency
bk8p.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
bkcoin-max.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
bkmall.vip,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bktjjlkwijixm.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
bkujqma.cn,objectid,2023-01-25,2023-01-25,0,mirror_consistency
blackrouqe.vn,objectid,2023-02-08,2023-02-08,0,mirror_consistency
blackspy.net,objectid,2022-12-31,2022-12-31,0,mirror_consistency
blackspy.vn,objectid,2023-02-01,2023-02-01,0,mirror_consistency
blescoins.com,objectid,2022-10-15,2022-10-15,0,mirror_consistency
blmltd.com,objectid,2022-12-20,2022-12-20,0,mirror_consistency
blogmebim.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
blue88.me,objectid,2022-12-15,2022-12-15,0,mirror_consistency
blutigers.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
bmexwo.id,objectid,2023-01-06,2023-01-06,0,mirror_consistency
bmi111.com,objectid,2022-10-26,2022-11-04,-9,mirror_consistency
bmi222.com,objectid,2022-10-26,2022-11-04,-9,mirror_consistency
bmi333.com,objectid,2022-10-26,2022-11-04,-9,mirror_consistency
bmi444.com,objectid,2022-10-26,2022-11-04,-9,mirror_consistency
bmi555.com,objectid,2022-10-26,2022-11-04,-9,mirror_consistency
bmi666.com,objectid,2022-10-26,2022-11-04,-9,mirror_consistency
bmoney2017.com,objectid,2022-12-22,2022-12-22,0,mirror_consistency
bmpusd.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bmw6125.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
bmw6128.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
bmw99.vip,objectid,2022-11-09,2022-11-09,0,mirror_consistency
bnbccc.top,objectid,2022-10-15,2022-10-15,0,mirror_consistency
bnbcoincc.top,objectid,2022-10-15,2022-10-15,0,mirror_consistency
bnbcointt.top,objectid,2022-10-15,2022-10-15,0,mirror_consistency
bnbglobe.com,objectid,2022-12-25,2022-12-25,0,mirror_consistency
bnbu9.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
bnc.vip,objectid,2022-11-29,2022-11-29,0,mirror_consistency
bngftr3241.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
bninegp.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
bninety.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
bnvbnty.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
bnxdfg.xyz,objectid,2023-03-01,2023-03-01,0,mirror_consistency
bo96xx8.cfd,objectid,2023-02-01,2023-02-01,0,mirror_consistency
bobavay.com,objectid,2023-02-20,2023-02-20,0,mirror_consistency
boc79.pro,objectid,2022-10-17,2022-10-17,0,mirror_consistency
bodefi1.net,objectid,2022-11-04,2022-11-04,0,mirror_consistency
bodefi2.net,objectid,2022-11-04,2022-11-04,0,mirror_consistency
bodefi3.net,objectid,2022-11-04,2022-11-04,0,mirror_consistency
boensign.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
bondanimation.cn,objectid,2023-01-30,2023-01-30,0,mirror_consistency
boniry.club,objectid,2022-11-18,2022-11-18,0,mirror_consistency
bookassist.cloud,objectid,2022-12-03,2022-12-03,0,mirror_consistency
bothankanka.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
botvip.top,objectid,2023-02-11,2023-02-10,1,mirror_consistency
botvxmm.me,objectid,2023-02-08,2023-02-08,0,mirror_consistency
boyu03.top,objectid,2023-01-27,2023-01-27,0,mirror_consistency
boyu05.top,objectid,2023-01-27,2023-01-27,0,mirror_consistency
boyu07.top,objectid,2023-01-27,2023-01-27,0,mirror_consistency
boyu08.top,objectid,2023-01-27,2023-01-27,0,mirror_consistency
bpejcwl.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
bqzwfnd.cn,objectid,2023-01-22,2023-01-22,0,mirror_consistency
brassnutinc.com,objectid,2022-12-25,2022-12-25,0,mirror_consistency
